,Product Name,Prices,Description,Reviews
81,"vivo T4 5G (Phantom Grey, 256 GB)","₹22,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.5
82,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
83,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
84,"vivo T4 5G (Emerald Blaze, 256 GB)","₹24,999",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.5
85,"realme GT 7 Pro (Galaxy Grey, 512 GB)","₹49,999",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5800 mAh Battery1 Year,4.7
86,"IQOO Neo 10 (Inferno Red, 512 GB)","₹43,945",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryQualcomm ProcessorDomestic warranty 1 year for handset and 6 months accessories,4.7
87,"Samsung Galaxy S23 5G (Phantom Black, 128 GB)","₹44,999",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6
88,"Xiaomi 14 CIVI (Shadow Black, 256 GB)","₹35,999",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
89,"Google Pixel 7 (Obsidian, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,4.3
90,"Xiaomi 14 CIVI (Matcha Green, 256 GB)","₹33,999",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
91,"OnePlus 11 5G (Eternal Green, 256 GB)","₹42,657",16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,4.5
92,"Apple iPhone 13 (Pink, 128 GB)","₹44,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6
93,"Apple iPhone 12 (Blue, 64 GB)","₹48,900","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
94,"OPPO Reno11 Pro 5G (Rock Grey, 256 GB)","₹29,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera4600 mAh BatteryMediatek Dimensity 8200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
95,"Google Pixel 9 Pro (Obsidian, 256 GB)","₹1,09,999",16 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP + 48MP | 42MP Front Camera4700 mAh BatteryG4 Tensor Chip Processor1 Year Domestic Warranty,4.5
96,"CMF by Nothing Phone 2 Pro (White, 256 GB)","₹17,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,4.4
97,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
98,"OPPO K13 Turbo Pro 5G (Midnight Maverick, 256 GB)","₹39,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
99,"OPPO K13 Turbo Pro 5G (Silver Knight, 256 GB)","₹39,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
100,"IQOO Neo 10 (Inferno Red, 256 GB)","₹38,490",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryQualcomm ProcessorDomestic warranty 1 year for handset and 6  months for accessories,4.5
101,"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹33,890",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
102,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
103,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
104,"Samsung Galaxy A56 5G (Awesome Olive, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsng Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
105,"OPPO K13 Turbo Pro 5G (Midnight Maverick, 256 GB)","₹37,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.1
106,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
107,"realme P4 Pro 5G (Birch Wood, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
108,"OPPO K13 Turbo Pro 5G (Purple Phantom, 256 GB)","₹37,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.1
109,"vivo V60 5G (Auspicious Gold, 256 GB)","₹38,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
110,"OPPO K13 Turbo Pro 5G (Purple Phantom, 256 GB)","₹39,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
111,"OPPO RENO 13 5G (White / Ivory White, 128 GB)","₹29,000",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP Rear Camera5600 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3
112,"realme 15 Pro 5G (Velvet Green, 256 GB)","₹35,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
113,"OnePlus 12R (Cool Blue, 256 GB)","₹39,000","8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Warranty
1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase",4.5
114,"OPPO RENO 13 5G (LUMINOUS BLUE, IVORY WHITE, 128 GB)","₹29,499",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP Rear Camera5600 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3
115,"Samsung Galaxy S23 FE (Graphite, 128 GB)","₹37,990",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
116,"Samsung Galaxy S23 FE (Purple, 128 GB)","₹34,999",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatteryExynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
117,"OPPO Reno13 5G (Luminous Blue, 256 GB)","₹37,999",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
118,"vivo V50 5G (Titanium Grey, 128 GB)","₹34,899",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,4.5
119,"OnePlus 12R (Cool Blue, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty,4.5
120,"vivo V40 5G (Purple, 128 GB)","₹34,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
121,"vivo V40 5G (Ganges Blue, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
122,"Samsung Galaxy A56 5G (Awesome Olive, 256 GB)","₹38,499",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsung Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
123,"vivo V23 Pro 5G (Sunshine Gold, 128 GB)","₹38,990",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera4300 mAh Lithium BatteryMediatek Dimensity 1200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
124,"REDMI Note-14 Pro+ 5G (Phantom Purple, 512 GB)","₹31,990",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
125,"realme GT Neo 3 (White, 256 GB)","₹38,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 8100 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
126,"vivo V29 5G (Red, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
127,"vivo V25 Pro 5G (Sailing Blue, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.3
128,"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
129,"OPPO Reno8T 5G (Midnight Black, 128 GB)","₹38,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera4800 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor67W SUPERVOOC TM Charger I Dual Stereo Speakers120Hz 3D Curved AMOLED Screen1 Year on Handset and 6 Months on Accessories,4.3
130,"REDMI Note-14 Pro+ 5G (Spectre Blue, 512 GB)","₹31,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
131,"OPPO Reno8T 5G (Sunrise Gold, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera4800 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor67W SUPERVOOC TM Charger I Dual Stereo Speakers120Hz 3D Curved AMOLED Screen1 Year on Handset and 6 Months on Accessories,4.3
132,"OPPO K13 Turbo Pro 5G (Silver Knight, 256 GB)","₹37,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.1
133,"Xiaomi 14 CIVI (Hot Pink, 512 GB)","₹36,999",12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
134,"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)","₹39,990",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.27 cm (6.8 inch) Display12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera4300 mAh BatterySuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.6
135,"Mi 10T (Cosmic Black, 128 GB)","₹37,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.1
136,"vivo V25 Pro 5G (Pure Black, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.3
137,"vivo V29 Pro 5G (Blue, 256 GB)","₹38,699",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
138,"Samsung Galaxy A56 5G (Awesome Light Gray, 256 GB)","₹38,499",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsung Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
139,"Xiaomi 14 CIVI (Cruise Blue, 512 GB)","₹35,999",12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
140,"OPPO Reno 12 Pro 5G (Space Brown, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
141,"Xiaomi 12 Pro 5G (Opera Mauve, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
142,"OPPO Reno13 5G (Blue, 128 GB)","₹31,990",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
143,"OPPO Reno13 5G (Ivory White, 256 GB)","₹32,990",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
144,"Mi 10T (Cosmic Black, 128 GB)","₹19,990",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.2
145,"vivo V23 Pro 5G (Stardust Black, 256 GB)","₹36,921",12 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Full HD+ Display108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera4300 mAh Lithium BatteryMediatek Dimensity 1200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
146,"CMF by Nothing Phone 2 Pro (White, 256 GB)","₹17,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,4.4
147,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
148,"Tecno Camon 30 Premier 5G (Lava Black, 512 GB)","₹39,999",12 GB RAM | 512 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Phone,4.1
149,"Tecno Camon 30 Premier 5G (Snowy Silver, 512 GB)","₹39,999",12 GB RAM | 512 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Phone,4.1
150,"Mi Mix 2 (Black, 128 GB)","₹37,999",6 GB RAM | 128 GB ROM15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 5MP Front Camera3400 mAh Li-polymer BatteryQualcomm Snapdragon 835 Octa Core 2.5 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
151,"vivo V27 5G (Magic Blue, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty,4.4
152,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
153,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
154,"Samsung A36 5G (White, 256 GB)","₹35,989",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 2MP Dual Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,5
155,"vivo V50 (SARRY NIGHT, 256 GB)","₹34,899",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera6000 mAh Battery12 MONTHS,4.3
156,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
157,"realme P4 Pro 5G (Birch Wood, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
158,"Apple iPhone SE (Black, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.3
159,"vivo X50 (Glaze Black, 128 GB)","₹39,990",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display48MP + 13MP + 8MP + 5MP | 32MP Front Camera4200 mAh Lithium-ion BatteryQualcomm Snapdragon 730 Processor33W Vivo FlashCharge 2.01 Year for Handset and 6 Months for In-box Accessories,4.2
